Order Number,Sales Date,Sales Channel,Currency,Salesteamindex,Storeindex,Productindex,Order qty,unit price,unit cost
SO8705,3/29/2020,Wholesale,USD,26,138,10,9,528.79,377.71
SO8706,1/11/2020,Wholesale,USD,17,147,7,7,305.71,218.37
SO8707,4/21/2020,Distributor,USD,23,227,33,8,505.97,361.40
SO8708,5/5/2020,Wholesale,USD,1,193,19,7,529.35,378.10
SO8709,5/30/2020,Distributor,USD,20,292,2,4,434.23,310.16
SO8710,1/16/2020,Online,USD,22,352,36,6,262.22,187.30
SO8711,1/20/2020,Online,USD,24,273,38,3,240.28,171.63
SO8712,3/3/2020,In-Store,USD,5,366,19,9,636.18,454.42
SO8713,1/22/2020,Online,USD,15,41,9,2,305.63,218.31
SO8714,1/23/2020,Distributor,USD,18,29,8,8,197.52,141.09
SO8715,4/17/2020,Distributor,USD,21,157,14,1,408.06,291.47
SO8716,4/21/2020,Online,USD,16,24,7,9,336.97,240.70
SO8717,2/3/2020,Wholesale,USD,7,285,35,10,215.08,153.63
SO8718,5/29/2020,Online,USD,26,265,21,5,552.97,394.98
SO8719,2/6/2020,Online,USD,26,308,45,5,217.61,155.43
SO8720,2/15/2020,Online,USD,19,22,41,7,409.92,292.80
SO8721,2/15/2020,Distributor,USD,3,135,25,10,614.79,439.14
SO8722,4/17/2020,Online,USD,5,168,18,8,629.45,449.61
SO8723,3/9/2020,Online,USD,14,124,25,8,294.58,210.41
SO8724,4/22/2020,Online,USD,5,255,16,2,387.07,276.48
SO8725,1/4/2020,Online,USD,18,114,40,2,184.42,131.73
SO8726,4/13/2020,Online,USD,23,124,18,3,536.58,383.27
SO8727,2/23/2020,Distributor,USD,11,303,39,6,341.41,243.87
SO8728,5/7/2020,Online,USD,25,33,40,8,566.17,404.41
SO8729,3/30/2020,In-Store,USD,18,297,21,10,316.54,226.10
SO8730,4/6/2020,In-Store,USD,9,18,28,8,261.17,186.55
SO8731,5/1/2020,In-Store,USD,26,114,20,10,428.96,306.40
SO8732,5/3/2020,Wholesale,USD,13,10,21,8,640.73,457.66
SO8733,5/21/2020,Distributor,USD,4,26,29,7,208.44,148.89
SO8734,1/10/2020,Online,USD,17,109,17,1,363.96,259.97
SO8735,2/25/2020,Online,USD,3,271,23,5,409.39,292.42
SO8736,5/1/2020,In-Store,USD,11,177,25,1,459.36,328.11
SO8737,1/29/2020,Wholesale,USD,1,271,38,7,596.12,425.80
SO8738,5/15/2020,In-Store,USD,12,164,35,1,296.51,211.79
SO8739,2/24/2020,In-Store,USD,22,27,37,7,456.27,325.91
SO8740,4/7/2020,In-Store,USD,3,137,26,7,409.33,292.38
SO8741,2/28/2020,Wholesale,USD,18,226,8,3,599.54,428.24
SO8742,2/18/2020,Wholesale,USD,21,153,24,4,350.45,250.32
SO8743,2/1/2020,Wholesale,USD,2,230,4,6,227.05,162.18
SO8744,5/17/2020,Distributor,USD,19,216,4,7,422.43,301.74
SO8745,3/4/2020,Online,USD,26,220,30,5,204.19,145.85
SO8746,1/4/2020,In-Store,USD,9,299,13,5,224.92,160.66
SO8747,1/1/2020,In-Store,USD,25,230,32,8,154.63,110.45
SO8748,1/20/2020,Distributor,USD,17,92,1,10,609.01,435.01
SO8749,2/3/2020,Wholesale,USD,16,329,1,9,362.81,259.15
SO8750,3/12/2020,Distributor,USD,18,124,38,4,224.27,160.19
SO8751,2/19/2020,Online,USD,22,20,11,5,359.26,256.61
SO8752,2/22/2020,Online,USD,21,80,6,1,514.34,367.38
SO8753,2/6/2020,Online,USD,5,174,27,9,216.40,154.57
SO8754,4/8/2020,Distributor,USD,26,148,36,8,577.01,412.15
SO8755,2/24/2020,Wholesale,USD,3,266,42,3,186.72,133.37
SO8756,5/10/2020,Distributor,USD,15,321,40,5,504.16,360.12
SO8757,1/22/2020,Distributor,USD,7,278,27,6,452.54,323.24
SO8758,5/11/2020,Distributor,USD,24,14,24,6,379.02,270.73
SO8759,1/26/2020,Online,USD,23,221,27,9,376.68,269.06
SO8760,2/7/2020,Online,USD,17,47,11,5,269.55,192.53
SO8761,4/23/2020,Wholesale,USD,5,217,18,10,275.83,197.02
SO8762,5/27/2020,Distributor,USD,22,12,16,5,169.01,120.72
SO8763,2/19/2020,In-Store,USD,6,145,25,3,346.34,247.38
SO8764,4/6/2020,In-Store,USD,13,247,14,4,462.95,330.68
SO8765,2/9/2020,Online,USD,8,158,29,8,515.73,368.38
SO8766,4/13/2020,Wholesale,USD,2,116,35,7,621.20,443.72
SO8767,4/17/2020,Distributor,USD,7,135,12,1,609.32,435.23
SO8768,1/31/2020,Distributor,USD,17,193,21,9,451.55,322.54
SO8769,4/14/2020,Online,USD,9,298,25,9,346.52,247.52
SO8770,2/10/2020,Wholesale,USD,15,224,10,2,361.31,258.08
SO8771,3/29/2020,Online,USD,1,158,21,8,309.83,221.31
SO8772,5/24/2020,Distributor,USD,18,282,14,3,203.82,145.59
SO8773,3/28/2020,In-Store,USD,7,15,39,6,645.60,461.14
SO8774,3/4/2020,Distributor,USD,23,112,46,2,420.71,300.50
SO8775,5/21/2020,In-Store,USD,1,169,22,2,393.02,280.73
SO8776,4/22/2020,Wholesale,USD,3,213,33,10,297.36,212.40
SO8777,5/23/2020,Online,USD,3,54,26,7,462.97,330.69
SO8778,2/29/2020,In-Store,USD,8,225,10,9,298.92,213.52
SO8779,1/8/2020,Wholesale,USD,14,326,36,9,387.63,276.88
SO8780,3/19/2020,Wholesale,USD,18,180,46,2,548.96,392.12
SO8781,3/14/2020,Online,USD,4,37,15,7,630.04,450.03
SO8782,3/2/2020,Wholesale,USD,2,351,21,8,163.31,116.65
SO8783,2/21/2020,In-Store,USD,19,188,42,10,323.92,231.37
SO8784,5/10/2020,Online,USD,24,332,21,1,272.97,194.98
SO8785,1/5/2020,Online,USD,13,89,32,3,479.61,342.58
SO8786,2/12/2020,Wholesale,USD,7,222,8,7,168.02,120.01
SO8787,3/6/2020,Distributor,USD,13,216,18,6,271.76,194.11
SO8788,4/21/2020,Wholesale,USD,19,319,9,8,167.84,119.88
SO8789,2/8/2020,Distributor,USD,20,5,47,6,202.16,144.40
SO8790,2/17/2020,Distributor,USD,14,206,35,4,399.19,285.13
SO8791,3/10/2020,Distributor,USD,25,59,11,4,505.03,360.74
SO8792,3/18/2020,Wholesale,USD,19,28,4,3,319.94,228.53
SO8793,4/3/2020,Wholesale,USD,22,325,12,4,321.35,229.54
SO8794,3/8/2020,Online,USD,8,264,26,6,444.40,317.43
SO8795,4/13/2020,In-Store,USD,25,229,20,10,288.30,205.93
SO8796,2/2/2020,In-Store,USD,6,52,47,9,336.67,240.48
SO8797,3/26/2020,Online,USD,8,212,14,4,292.79,209.13
SO8798,4/5/2020,Distributor,USD,3,85,15,7,590.40,421.71
SO8799,2/16/2020,Wholesale,USD,22,208,34,5,295.66,211.18
SO8800,1/13/2020,Online,USD,22,42,20,3,606.80,433.43
SO8801,5/31/2020,Online,USD,23,185,13,6,234.04,167.17
SO8802,3/13/2020,Wholesale,USD,8,63,41,2,641.01,457.86
SO8803,3/23/2020,Wholesale,USD,17,309,39,3,645.92,461.37
SO8804,2/11/2020,In-Store,USD,8,89,7,10,178.97,127.84
SO8805,5/27/2020,Distributor,USD,26,175,19,7,274.93,196.38
SO8806,1/25/2020,Wholesale,USD,24,150,44,8,363.39,259.56
SO8807,5/24/2020,Online,USD,11,332,28,7,565.95,404.25
SO8808,5/21/2020,In-Store,USD,11,365,13,8,276.62,197.58
SO8809,4/5/2020,Wholesale,USD,19,245,40,7,533.99,381.42
SO8810,3/23/2020,Online,USD,21,277,12,1,560.43,400.31
SO8811,1/1/2020,Distributor,USD,18,136,36,5,183.36,130.97
SO8812,3/5/2020,Distributor,USD,8,116,26,1,422.99,302.13
SO8813,3/5/2020,Online,USD,7,290,46,8,218.30,155.93
SO8814,3/26/2020,Wholesale,USD,25,133,6,6,260.51,186.08
SO8815,5/22/2020,Online,USD,10,317,28,8,440.38,314.56
SO8816,5/12/2020,In-Store,USD,26,56,41,7,202.48,144.63
SO8817,3/29/2020,Wholesale,USD,26,214,37,10,355.45,253.89
SO8818,5/15/2020,Online,USD,8,126,42,7,545.39,389.57
SO8819,5/4/2020,Online,USD,23,33,8,8,627.97,448.55
SO8820,5/15/2020,In-Store,USD,6,76,44,4,646.25,461.60
SO8821,4/27/2020,Online,USD,14,178,27,7,638.83,456.31
SO8822,5/2/2020,Distributor,USD,12,253,41,3,487.48,348.20
SO8823,5/11/2020,Distributor,USD,9,56,24,6,554.24,395.89
SO8824,4/8/2020,Distributor,USD,6,355,19,1,231.98,165.70
SO8825,1/14/2020,In-Store,USD,12,221,45,9,406.14,290.10
SO8826,2/21/2020,Wholesale,USD,24,142,25,1,226.25,161.61
SO8827,1/4/2020,Distributor,USD,8,55,13,4,333.12,237.94
SO8828,1/14/2020,Online,USD,8,353,4,8,528.04,377.17
SO8829,2/7/2020,Wholesale,USD,16,336,3,10,244.14,174.39
SO8830,4/14/2020,In-Store,USD,14,301,40,9,161.94,115.67
SO8831,5/4/2020,Wholesale,USD,12,363,28,4,298.18,212.98
SO8832,3/13/2020,Wholesale,USD,3,102,25,4,439.74,314.10
SO8833,1/3/2020,Distributor,USD,15,264,44,7,211.71,151.22
SO8834,5/2/2020,In-Store,USD,25,151,47,5,274.53,196.09
SO8835,3/2/2020,Distributor,USD,21,172,3,3,540.82,386.30
SO8836,1/23/2020,In-Store,USD,14,121,30,5,600.93,429.24
SO8837,5/26/2020,Distributor,USD,6,123,14,10,192.06,137.19
SO8838,2/21/2020,Online,USD,18,186,7,9,569.90,407.07
SO8839,5/19/2020,Online,USD,24,224,8,8,573.64,409.74
SO8840,3/20/2020,In-Store,USD,16,319,39,1,375.87,268.48
SO8841,2/26/2020,In-Store,USD,22,22,20,4,370.29,264.50
SO8842,4/24/2020,Distributor,USD,4,191,34,6,649.36,463.83
SO8843,1/4/2020,In-Store,USD,14,84,36,8,622.10,444.36
SO8844,2/29/2020,Online,USD,26,97,14,1,497.24,355.17
SO8845,3/9/2020,Wholesale,USD,9,139,22,5,333.13,237.95
SO8846,4/19/2020,Wholesale,USD,3,121,32,5,406.26,290.19
SO8847,4/28/2020,Distributor,USD,11,283,1,4,536.41,383.15
SO8848,3/2/2020,In-Store,USD,5,363,19,10,318.52,227.52
SO8849,4/30/2020,Distributor,USD,15,147,36,1,297.95,212.82
SO8850,4/24/2020,Online,USD,9,332,10,1,347.03,247.88
SO8851,4/15/2020,Distributor,USD,10,139,19,1,331.63,236.88
SO8852,5/10/2020,Online,USD,14,155,26,10,201.55,143.96
SO8853,1/15/2020,Wholesale,USD,1,212,31,2,463.07,330.76
SO8854,1/18/2020,Wholesale,USD,12,75,31,1,534.32,381.65
SO8855,1/9/2020,Online,USD,17,87,1,2,352.10,251.50
SO8856,4/15/2020,Wholesale,USD,5,306,10,9,522.35,373.11
SO8857,1/13/2020,Online,USD,1,238,18,7,483.21,345.15
SO8858,5/23/2020,In-Store,USD,2,118,26,5,156.47,111.77
SO8859,3/18/2020,Distributor,USD,12,48,12,5,559.10,399.35
SO8860,4/28/2020,Online,USD,7,244,5,6,301.22,215.16
SO8861,4/18/2020,In-Store,USD,16,313,16,10,573.33,409.52
SO8862,4/7/2020,In-Store,USD,4,318,5,2,228.26,163.04
SO8863,5/16/2020,Online,USD,22,107,23,6,444.66,317.62
SO8864,3/4/2020,Online,USD,12,17,35,1,467.04,333.60
SO8865,4/9/2020,In-Store,USD,7,133,21,9,232.56,166.11
SO8866,3/21/2020,In-Store,USD,20,224,40,3,404.76,289.12
SO8867,2/19/2020,Distributor,USD,18,170,16,10,573.81,409.86
SO8868,1/15/2020,Online,USD,22,204,14,1,232.87,166.33
SO8869,5/27/2020,In-Store,USD,9,5,43,10,600.54,428.96
SO8870,4/21/2020,Distributor,USD,24,140,21,4,429.65,306.90
SO8871,3/15/2020,Wholesale,USD,5,87,38,1,243.86,174.19
SO8872,3/23/2020,Wholesale,USD,21,86,20,9,610.77,436.26
SO8873,1/13/2020,In-Store,USD,9,86,9,7,425.91,304.22
SO8874,2/17/2020,Distributor,USD,16,71,41,5,205.60,146.86
SO8875,2/9/2020,Wholesale,USD,8,229,46,10,279.13,199.38
SO8876,5/23/2020,Wholesale,USD,8,315,33,9,536.88,383.48
SO8877,5/25/2020,Distributor,USD,22,97,7,4,176.05,125.75
SO8878,4/10/2020,Online,USD,9,237,40,3,490.98,350.70
SO8879,3/19/2020,Wholesale,USD,14,325,39,5,439.79,314.14
SO8880,3/17/2020,In-Store,USD,12,165,4,9,636.75,454.82
SO8881,3/29/2020,Distributor,USD,3,220,25,3,260.15,185.82
SO8882,1/25/2020,In-Store,USD,20,207,20,1,214.84,153.46
SO8883,1/31/2020,In-Store,USD,5,227,11,7,463.02,330.73
SO8884,1/27/2020,Wholesale,USD,7,16,30,1,602.90,430.65
SO8885,4/7/2020,Distributor,USD,18,256,31,5,379.41,271.01
SO8886,1/5/2020,Distributor,USD,10,325,42,7,430.09,307.21
SO8887,4/13/2020,Online,USD,14,26,21,8,227.38,162.42
SO8888,4/14/2020,Online,USD,16,258,27,8,204.70,146.21
SO8889,3/16/2020,Wholesale,USD,11,341,22,4,505.62,361.16
SO8890,3/20/2020,Wholesale,USD,25,294,42,10,375.97,268.55
SO8891,2/14/2020,Online,USD,15,266,23,5,543.50,388.21
SO8892,5/5/2020,Distributor,USD,15,288,26,9,423.36,302.40
SO8893,2/26/2020,Wholesale,USD,19,291,25,9,481.87,344.19
SO8894,2/10/2020,Distributor,USD,19,54,42,2,178.73,127.67
SO8895,2/1/2020,Wholesale,USD,15,49,4,6,562.89,402.07
SO8896,5/21/2020,In-Store,USD,24,167,7,5,203.35,145.25
SO8897,5/3/2020,Wholesale,USD,23,126,33,4,249.61,178.29
SO8898,5/21/2020,Wholesale,USD,2,19,35,9,170.62,121.87
SO8899,3/11/2020,Online,USD,12,362,37,5,322.17,230.12
SO8900,4/10/2020,Wholesale,USD,21,167,31,5,342.93,244.95
SO8901,3/1/2020,Wholesale,USD,21,340,32,10,200.88,143.49
SO8902,1/19/2020,Distributor,USD,12,299,27,10,334.05,238.61
SO8903,2/20/2020,Distributor,USD,23,162,8,2,406.40,290.28
SO8904,1/3/2020,Wholesale,USD,25,44,3,3,495.97,354.26
SO8905,4/12/2020,Online,USD,3,36,3,4,152.86,109.18
SO8906,3/15/2020,Online,USD,13,19,47,1,372.07,265.76
SO8907,5/13/2020,Distributor,USD,2,259,25,2,234.73,167.66
SO8908,4/4/2020,In-Store,USD,20,233,16,9,307.06,219.33
SO8909,2/25/2020,Distributor,USD,4,315,21,8,451.60,322.57
SO8910,1/27/2020,In-Store,USD,12,34,21,8,405.07,289.34
SO8911,5/2/2020,In-Store,USD,9,318,30,8,479.31,342.37
SO8912,1/30/2020,In-Store,USD,22,207,45,6,170.81,122.01
SO8913,5/8/2020,Distributor,USD,14,32,46,6,195.07,139.33
SO8914,2/28/2020,Wholesale,USD,19,223,38,1,289.73,206.95
SO8915,3/17/2020,Distributor,USD,11,353,40,7,599.43,428.16
SO8916,2/25/2020,In-Store,USD,23,222,32,1,613.46,438.19
SO8917,5/1/2020,Online,USD,22,92,1,1,591.39,422.42
SO8918,2/21/2020,Online,USD,25,189,17,8,566.21,404.44
SO8919,3/1/2020,Online,USD,18,113,20,2,508.87,363.48
SO8920,4/9/2020,Distributor,USD,14,224,23,7,296.67,211.91
SO8921,2/5/2020,In-Store,USD,15,129,4,2,426.38,304.56
SO8922,2/26/2020,Wholesale,USD,23,40,40,9,524.64,374.75
SO8923,3/22/2020,Distributor,USD,21,32,6,6,364.61,260.44
SO8924,4/25/2020,Distributor,USD,21,312,46,2,158.62,113.30
SO8925,4/5/2020,In-Store,USD,8,52,2,9,173.31,123.79
SO8926,2/23/2020,In-Store,USD,1,165,46,9,404.79,289.13
SO8927,2/29/2020,In-Store,USD,9,62,1,1,480.65,343.32
SO8928,1/8/2020,Distributor,USD,13,195,36,7,165.34,118.10
SO8929,3/2/2020,Online,USD,8,209,28,8,215.90,154.21
SO8930,2/15/2020,Wholesale,USD,2,6,43,6,214.01,152.87
SO8931,5/26/2020,Wholesale,USD,6,69,27,10,365.19,260.85
SO8932,2/25/2020,Wholesale,USD,25,205,12,1,195.27,139.48
SO8933,4/8/2020,Distributor,USD,26,174,47,5,198.62,141.87
SO8934,2/12/2020,In-Store,USD,1,215,15,5,173.50,123.93
SO8935,1/14/2020,In-Store,USD,17,322,44,10,388.03,277.17
SO8936,5/29/2020,Distributor,USD,4,204,36,4,548.13,391.52
SO8937,1/7/2020,In-Store,USD,2,204,43,6,506.18,361.56
SO8938,3/28/2020,In-Store,USD,2,139,17,8,287.67,205.48
SO8939,1/5/2020,In-Store,USD,1,233,27,5,567.18,405.13
SO8940,5/23/2020,Online,USD,23,45,33,7,574.94,410.67
SO8941,1/12/2020,Wholesale,USD,17,208,36,2,361.31,258.08
SO8942,1/5/2020,Wholesale,USD,4,163,10,8,539.94,385.67
SO8943,2/16/2020,Distributor,USD,13,136,6,9,482.75,344.82
SO8944,3/18/2020,Online,USD,10,133,2,10,439.38,313.84
SO8945,3/15/2020,Distributor,USD,19,284,2,10,556.74,397.67
SO8946,4/17/2020,Wholesale,USD,16,115,29,3,211.60,151.14
SO8947,4/23/2020,Online,USD,7,207,17,3,318.13,227.24
SO8948,5/26/2020,Wholesale,USD,24,233,10,7,499.38,356.70
SO8949,5/30/2020,In-Store,USD,24,236,6,3,300.53,214.66
SO8950,5/2/2020,In-Store,USD,26,321,39,1,332.09,237.21
SO8951,5/11/2020,Wholesale,USD,20,222,29,10,523.35,373.82
SO8952,4/5/2020,In-Store,USD,26,215,1,8,312.93,223.52
SO8953,2/2/2020,In-Store,USD,9,301,8,8,198.53,141.80
SO8954,4/26/2020,Distributor,USD,4,192,33,5,242.40,173.15
SO8955,2/28/2020,In-Store,USD,7,137,18,9,601.71,429.80
SO8956,1/17/2020,Online,USD,13,145,43,1,274.15,195.82
SO8957,5/14/2020,Distributor,USD,22,114,13,6,352.16,251.55
SO8958,4/12/2020,Wholesale,USD,22,202,7,9,295.82,211.30
SO8959,1/18/2020,Wholesale,USD,22,20,46,8,526.71,376.22
SO8960,5/3/2020,Distributor,USD,6,114,28,6,368.65,263.32
SO8961,2/20/2020,In-Store,USD,14,345,3,3,585.46,418.19
SO8962,5/17/2020,Online,USD,4,288,33,6,174.84,124.89
SO8963,5/30/2020,In-Store,USD,5,84,40,7,280.15,200.11
SO8964,4/22/2020,In-Store,USD,21,147,29,5,557.06,397.90
SO8965,1/20/2020,Distributor,USD,9,24,12,8,296.30,211.64
SO8966,1/1/2020,Wholesale,USD,11,176,22,7,339.40,242.43
SO8967,3/5/2020,Wholesale,USD,4,74,34,9,517.55,369.68
SO8968,3/12/2020,Online,USD,10,211,29,10,281.91,201.36
SO8969,1/16/2020,In-Store,USD,4,188,32,1,436.91,312.08
SO8970,5/9/2020,Online,USD,15,167,13,8,594.32,424.51
SO8971,5/12/2020,Distributor,USD,9,208,14,2,352.76,251.97
SO8972,3/8/2020,Online,USD,7,314,16,8,604.67,431.90
SO8973,3/15/2020,In-Store,USD,20,292,24,8,609.70,435.50
SO8974,1/2/2020,Online,USD,7,180,45,10,284.99,203.56
SO8975,4/11/2020,Wholesale,USD,18,19,44,5,277.88,198.49
SO8976,3/12/2020,Distributor,USD,3,322,18,2,456.10,325.78
SO8977,3/5/2020,Distributor,USD,17,205,29,2,296.20,211.57
SO8978,3/4/2020,Online,USD,17,354,8,1,622.36,444.54
SO8979,1/15/2020,Distributor,USD,23,213,44,6,198.41,141.72
SO8980,3/17/2020,Online,USD,24,245,37,4,526.82,376.30
SO8981,4/3/2020,In-Store,USD,9,104,18,6,211.37,150.98
SO8982,2/4/2020,Online,USD,6,274,5,6,620.12,442.95
SO8983,4/21/2020,Distributor,USD,10,228,33,8,599.59,428.28
SO8984,4/6/2020,In-Store,USD,26,242,8,1,269.14,192.24
SO8985,2/19/2020,Wholesale,USD,17,89,28,1,276.09,197.21
SO8986,5/29/2020,Online,USD,1,121,34,10,171.16,122.25
SO8987,1/1/2020,Distributor,USD,5,271,16,7,331.09,236.49
SO8988,3/1/2020,Distributor,USD,4,348,43,10,535.12,382.23
SO8989,3/25/2020,Distributor,USD,17,257,30,4,219.98,157.13
SO8990,1/3/2020,In-Store,USD,25,86,8,10,243.24,173.74
SO8991,1/6/2020,Online,USD,17,163,28,3,528.86,377.76
SO8992,2/6/2020,Online,USD,5,301,32,3,327.94,234.24
SO8993,3/16/2020,Online,USD,10,135,46,6,309.33,220.95
SO8994,1/5/2020,Distributor,USD,13,234,16,4,194.02,138.58
SO8995,4/16/2020,Online,USD,12,97,37,7,646.33,461.66
SO8996,2/18/2020,Wholesale,USD,23,186,14,3,191.44,136.74
SO8997,2/7/2020,Online,USD,6,39,40,4,196.43,140.31
SO8998,1/11/2020,Wholesale,USD,12,100,38,4,221.17,157.98
SO8999,5/31/2020,Wholesale,USD,2,26,11,7,622.72,444.80
SO9000,3/18/2020,In-Store,USD,19,77,28,4,213.95,152.82
SO9001,4/24/2020,In-Store,USD,5,322,12,8,399.08,285.05
SO9002,3/30/2020,Online,USD,10,206,46,4,430.91,307.79
SO9003,3/25/2020,Online,USD,4,241,38,3,170.75,121.96
SO9004,4/10/2020,Online,USD,9,133,37,7,161.41,115.29
SO9005,1/3/2020,Online,USD,24,349,4,2,398.32,284.51
SO9006,5/17/2020,Distributor,USD,16,2,22,3,532.63,380.45
SO9007,3/24/2020,Online,USD,15,208,36,3,193.50,138.21
SO9008,1/19/2020,Wholesale,USD,1,51,47,2,236.63,169.02
SO9009,3/24/2020,In-Store,USD,4,130,29,3,368.48,263.20
SO9010,4/29/2020,In-Store,USD,4,309,34,6,159.92,114.23
SO9011,4/17/2020,Distributor,USD,10,63,36,8,318.55,227.54
SO9012,3/18/2020,Online,USD,12,85,44,6,460.93,329.24
SO9013,1/13/2020,Online,USD,14,212,10,3,527.43,376.74
SO9014,2/26/2020,Online,USD,13,333,44,9,318.73,227.66
SO9015,4/11/2020,Online,USD,5,3,14,2,565.39,403.85
SO9016,4/18/2020,Distributor,USD,17,316,46,5,180.94,129.24
SO9017,3/15/2020,Online,USD,11,193,14,1,612.11,437.22
SO9018,2/18/2020,Distributor,USD,21,296,9,7,451.81,322.72
SO9019,3/24/2020,Online,USD,18,125,10,10,633.02,452.16
SO9020,1/26/2020,Distributor,USD,8,15,21,6,205.67,146.91
SO9021,1/7/2020,Online,USD,6,264,25,6,481.28,343.77
SO9022,1/24/2020,In-Store,USD,4,103,39,1,638.46,456.04
SO9023,5/1/2020,Wholesale,USD,13,366,25,2,314.89,224.92
SO9024,2/26/2020,Distributor,USD,10,34,4,9,559.87,399.91
SO9025,5/4/2020,Distributor,USD,20,277,12,7,342.52,244.66
SO9026,5/26/2020,Wholesale,USD,11,315,6,10,412.44,294.60
SO9027,2/8/2020,Wholesale,USD,7,165,25,1,540.00,385.72
SO9028,4/6/2020,In-Store,USD,19,151,37,9,366.57,261.84
SO9029,3/3/2020,In-Store,USD,1,367,11,7,603.56,431.11
SO9030,2/7/2020,Distributor,USD,24,275,5,2,210.21,150.15
SO9031,3/9/2020,Online,USD,26,52,5,10,531.33,379.52
SO9032,1/20/2020,Wholesale,USD,4,180,35,5,359.93,257.09
SO9033,5/17/2020,Online,USD,4,203,26,6,345.71,246.93
SO9034,1/13/2020,Online,USD,18,359,37,9,439.35,313.82
SO9035,2/7/2020,Online,USD,16,22,15,10,600.44,428.88
SO9036,1/18/2020,Online,USD,19,64,27,10,513.31,366.65
SO9037,1/10/2020,Online,USD,13,160,42,8,431.68,308.34
SO9038,3/15/2020,Online,USD,23,285,24,3,171.27,122.34
SO9039,4/3/2020,Wholesale,USD,20,209,10,9,558.38,398.84
SO9040,3/15/2020,Online,USD,6,66,43,10,297.63,212.59
SO9041,4/29/2020,Distributor,USD,5,23,43,1,225.60,161.14
SO9042,1/16/2020,Distributor,USD,9,83,26,1,468.19,334.42
SO9043,4/21/2020,In-Store,USD,26,181,45,1,255.83,182.74
SO9044,3/19/2020,Online,USD,26,316,8,10,567.87,405.62
SO9045,4/30/2020,Wholesale,USD,22,341,46,9,450.26,321.61
SO9046,1/6/2020,Online,USD,15,53,6,8,320.30,228.79
SO9047,2/17/2020,Distributor,USD,24,157,4,1,248.52,177.51
SO9048,5/15/2020,Distributor,USD,23,83,23,2,565.00,403.57
SO9049,4/2/2020,Online,USD,14,210,8,7,157.61,112.58
SO9050,1/6/2020,Online,USD,19,86,19,10,223.26,159.47
SO9051,1/27/2020,Online,USD,24,123,6,10,583.79,416.99
SO9052,5/24/2020,Distributor,USD,13,75,5,3,553.97,395.70
SO9053,4/24/2020,Distributor,USD,23,284,17,6,337.59,241.14
SO9054,5/13/2020,In-Store,USD,6,172,44,9,369.87,264.19
SO9055,1/12/2020,Distributor,USD,26,135,20,3,213.56,152.55
SO9056,2/5/2020,Wholesale,USD,22,58,37,3,579.10,413.64
SO9057,1/29/2020,Online,USD,16,4,38,4,638.09,455.78
SO9058,5/29/2020,Online,USD,6,266,16,8,470.02,335.73
SO9059,4/30/2020,Distributor,USD,18,346,11,2,540.46,386.04
SO9060,2/3/2020,Distributor,USD,23,237,30,9,346.61,247.58
SO9061,1/4/2020,Distributor,USD,6,59,36,10,218.21,155.87
SO9062,2/20/2020,Wholesale,USD,14,253,7,2,196.93,140.66
SO9063,3/10/2020,Online,USD,17,26,46,5,572.17,408.69
SO9064,2/25/2020,Wholesale,USD,19,165,5,3,234.49,167.49
SO9065,3/11/2020,Distributor,USD,24,164,23,4,229.83,164.17
SO9066,4/1/2020,Distributor,USD,21,363,45,5,259.55,185.39
SO9067,1/15/2020,Wholesale,USD,23,343,44,6,217.10,155.07
SO9068,2/23/2020,In-Store,USD,23,303,11,2,423.54,302.53
SO9069,1/7/2020,Online,USD,23,243,17,9,412.33,294.52
SO9070,3/23/2020,In-Store,USD,24,213,40,10,594.31,424.51
SO9071,3/19/2020,In-Store,USD,25,265,46,9,198.30,141.64
SO9072,4/1/2020,Online,USD,18,11,9,7,153.75,109.82
SO9073,1/4/2020,Online,USD,16,217,21,6,321.61,229.72
SO9074,4/7/2020,Wholesale,USD,15,146,46,1,185.06,132.19
SO9075,2/20/2020,Distributor,USD,21,256,33,5,589.54,421.10
SO9076,1/10/2020,Wholesale,USD,3,31,2,10,612.80,437.72
SO9077,1/24/2020,In-Store,USD,19,274,7,8,183.37,130.98
SO9078,5/29/2020,Online,USD,5,86,22,2,515.26,368.04
SO9079,2/20/2020,In-Store,USD,4,195,34,9,478.75,341.97
SO9080,1/30/2020,Online,USD,21,288,34,2,434.97,310.70
SO9081,3/30/2020,Wholesale,USD,24,107,6,8,368.62,263.30
SO9082,3/5/2020,In-Store,USD,3,330,29,1,628.43,448.88
SO9083,1/6/2020,In-Store,USD,1,323,12,8,261.67,186.91
SO9084,2/10/2020,Wholesale,USD,8,357,19,6,343.17,245.12
SO9085,1/15/2020,Online,USD,3,99,26,9,493.46,352.47
SO9086,5/25/2020,Online,USD,24,214,11,2,329.89,235.64
SO9087,3/18/2020,In-Store,USD,21,79,45,2,553.67,395.48
SO9088,5/9/2020,Online,USD,15,18,41,6,401.28,286.63
SO9089,3/20/2020,Distributor,USD,22,15,26,8,648.05,462.89
SO9090,2/25/2020,Online,USD,5,192,12,2,507.67,362.62
SO9091,3/15/2020,Wholesale,USD,25,330,2,1,224.98,160.70
SO9092,4/1/2020,In-Store,USD,22,272,19,8,397.72,284.08
SO9093,3/15/2020,In-Store,USD,5,362,42,8,245.92,175.66
SO9094,1/15/2020,Distributor,USD,3,322,33,9,572.72,409.09
SO9095,4/10/2020,Online,USD,16,189,25,8,573.00,409.29
